Epoch,Training Loss,Validation Loss,Accuracy,Macro Accuracy,Macro-F1 Score,0 F1,1 F1,2 F1,3 F1,4 F1,5 F1
1.0,1.8205570815777292,1.7822274261591387,0.2093989769820972,0.2220416612338454,0.18880220214651475,0.18199233716475094,0.1747930082796688,0.0802675585284281,0.24517593643586832,0.33516148689823283,0.11542288557213932
2.0,1.75022860814114,1.7590364509699297,0.2976342710997442,0.23222805110483494,0.22349024525408087,0.15351351351351353,0.30564362714013954,0.06190476190476191,0.2917594654788419,0.43581241117953573,0.09230769230769231
3.0,1.713031462260655,1.7539860496715622,0.22826086956521738,0.24198281253965515,0.1984924352745999,0.11139240506329112,0.2444273635664873,0.04958677685950413,0.3311258278145695,0.31713900134952766,0.13728323699421965
4.0,1.6800432746507683,1.731569842416413,0.29571611253196933,0.25558792540285796,0.24309748453015026,0.20804710500490675,0.2958665699782451,0.0746268656716418,0.328125,0.42798774259448413,0.12393162393162394
5.0,1.656068398028004,1.7293001097075793,0.24936061381074168,0.26182976466249747,0.22925227953202357,0.22396856581532418,0.2909604519774011,0.07465618860510806,0.33587786259541985,0.30530035335689043,0.14475025484199797
6.0,1.632871660650993,1.7218765555595865,0.3145780051150895,0.2730668381962211,0.2574943394357682,0.33164556962025316,0.24500434404865334,0.06853582554517133,0.382522671063479,0.3871763255240444,0.13008130081300812
7.0,1.610013630317182,1.7174599073371108,0.270460358056266,0.265540749298845,0.23708547858257525,0.27473426001635326,0.21606118546845124,0.06420545746388444,0.3805668016194332,0.3583278035832781,0.12861736334405147
8.0,1.5902395728899508,1.7149652023704685,0.3104219948849105,0.27575076617809247,0.26037033016533817,0.2884310618066561,0.31873653984206746,0.062111801242236024,0.39666666666666667,0.3694102397926117,0.12686567164179105
9.0,1.5716101466392984,1.7066210897601382,0.30498721227621484,0.26830131750193353,0.2524165911122968,0.21855670103092784,0.2833742833742834,0.04669260700389106,0.3880851063829787,0.43962159154145797,0.13816925734024177
10.0,1.5559411930794618,1.7124072240323436,0.3078644501278772,0.2826553986693337,0.266310128607495,0.3024939662107804,0.36010362694300513,0.058201058201058205,0.37782340862423,0.34812760055478503,0.1511111111111111
11.0,1.5374795496463776,1.708713173866272,0.31425831202046034,0.2791574401267535,0.2631809108942928,0.25655430711610483,0.29421487603305785,0.0546448087431694,0.3851286939942803,0.4396929824561404,0.14884979702300405
12.0,1.517666147071488,1.7227435233641644,0.3388746803069054,0.2948130327986815,0.27727075723991035,0.3732227488151658,0.3403330919623461,0.0606060606060606,0.41848299912816045,0.3314447592067989,0.13953488372093023
13.0,1.5020075489063651,1.7045614695062443,0.3209718670076726,0.2793837572269846,0.27158283761166246,0.3178707224334601,0.35439560439560447,0.05392156862745098,0.37938144329896906,0.38807863031071654,0.13584905660377358
14.0,1.4856926585946764,1.7071898445791127,0.3350383631713555,0.289597008914939,0.27979941802086256,0.3117932148626818,0.36671177266576455,0.05835543766578249,0.40972871842843783,0.4002486016159105,0.13195876288659794
15.0,1.4662895427674663,1.729486319483543,0.34622762148337594,0.2977901242124246,0.2877008869108979,0.3503649635036496,0.3415361670395227,0.05319148936170213,0.40292275574112735,0.42184776292852993,0.15634218289085547
16.0,1.4539003712790353,1.706193824203647,0.34271099744245526,0.28266524586220226,0.27909762699143525,0.3220205209155485,0.3206816421378776,0.04950495049504951,0.40940254652301666,0.4482758620689655,0.12470023980815349
17.0,1.4343795356701832,1.7063514286158037,0.34622762148337594,0.2986512584273586,0.287913122807024,0.3614130434782609,0.33490566037735847,0.06993006993006992,0.4101123595505618,0.4188861985472155,0.1322314049586777
18.0,1.4206093482825222,1.7095212522818117,0.3343989769820972,0.2850780891729486,0.2795267960950037,0.3353204172876304,0.3348623853211009,0.06692913385826771,0.3837719298245614,0.4306487695749441,0.1256281407035176
19.0,1.4035469804491316,1.7151447193963187,0.3459079283887468,0.29421984719828737,0.2862798950455054,0.34985835694050993,0.31037344398340244,0.05940594059405941,0.43,0.4302390216787104,0.1378026070763501
20.0,1.386835585443341,1.7117771980713825,0.33088235294117646,0.29067542847598604,0.27646835107063134,0.3467799009200283,0.28418230563002683,0.045016077170418,0.43663274745605923,0.4068801897983393,0.1393188854489164
21.0,1.370708011242808,1.7040381528893296,0.35517902813299235,0.30160037239932586,0.2919053027508598,0.31689571544058204,0.3694267515923567,0.06806282722513089,0.4328223624887286,0.43568945538818077,0.12853470437017997
22.0,1.3555589135812254,1.708618711452095,0.3446291560102302,0.30312628855890433,0.29065741160280517,0.32745591939546603,0.33359559402045635,0.056818181818181816,0.4349477682811016,0.4320360970107163,0.1590909090909091
23.0,1.341371971733716,1.7123226535563567,0.3500639386189258,0.300914024315909,0.2910206358687214,0.37336814621409925,0.34633385335413414,0.05405405405405406,0.43222003929273084,0.4027431421446384,0.13740458015267176
24.0,1.3269039958107227,1.715784792997399,0.3577365728900256,0.29942986757044704,0.29316035743860663,0.2967625899280576,0.387981711299804,0.061538461538461535,0.42827868852459017,0.4495259341885109,0.1348747591522158
25.0,1.3104527051351509,1.7177395577333412,0.3561381074168798,0.3078603301116136,0.29316278399859313,0.36643356643356645,0.33387358184764987,0.05776173285198556,0.4502529510961214,0.40749697702539306,0.1431578947368421
26.0,1.2952038925521228,1.719325065612793,0.32576726342711,0.29355257097348375,0.2830033991768896,0.36050364479787944,0.3414634146341463,0.060085836909871244,0.4100801832760596,0.38231469440832255,0.1435726210350584
27.0,1.2808857055342928,1.7103887188191316,0.32960358056265987,0.30150891760821935,0.2863365860173079,0.3067590987868284,0.3724235963041933,0.05726872246696035,0.4431486880466472,0.39451338994121493,0.14390602055800295
28.0,1.2702079159872872,1.714294625788319,0.35358056265984655,0.3109212354666708,0.2990982685653615,0.33625498007968124,0.38591549295774646,0.06451612903225808,0.4394088669950739,0.417125382262997,0.15136876006441224
29.0,1.253374616406402,1.7250469047196058,0.3657289002557545,0.3086563529756236,0.29451038459153783,0.36180904522613067,0.38354151359294636,0.06410256410256411,0.44881244881244886,0.41202254226675017,0.09677419354838711
30.0,1.241219892489667,1.7133231017054344,0.3481457800511509,0.3103412504380489,0.29520734778027086,0.30673758865248224,0.36936936936936937,0.06611570247933883,0.44568245125348194,0.43233743409490333,0.1510015408320493
31.0,1.223852309037228,1.7216863607873722,0.36445012787723785,0.30164249708943064,0.29122111349999064,0.34312210200927357,0.33887043189368765,0.05642633228840126,0.4500419815281277,0.45206971677559915,0.10679611650485436
32.0,1.212024798198622,1.727593655488929,0.36764705882352944,0.3047362036745031,0.2997781366010209,0.3290529695024077,0.4076677316293929,0.06230529595015576,0.43558282208588955,0.4367015098722416,0.1273584905660377
33.0,1.1963779646523145,1.7444584588615262,0.3686061381074169,0.3040525256523666,0.2910884204677851,0.35616438356164387,0.3580645161290323,0.06389776357827474,0.4399677679290895,0.4455958549222798,0.08284023668639054
34.0,1.185660503652631,1.7245207660052242,0.3523017902813299,0.2977687197738764,0.2837961326308562,0.3144963144963145,0.337228714524207,0.056338028169014086,0.44043887147335425,0.44760820045558086,0.10666666666666667
35.0,1.1714666677372796,1.765620934719942,0.38267263427109977,0.2978099780516161,0.28418334286536945,0.3309002433090025,0.34910277324632955,0.04504504504504505,0.44427363566487316,0.4796380090497737,0.05614035087719298
36.0,1.1569147122149566,1.74355783267897,0.35038363171355497,0.31064110674357664,0.29173728760847234,0.34234234234234234,0.34290401968826906,0.045248868778280535,0.44633730834752977,0.4152334152334152,0.15835777126099707
37.0,1.1414946709968605,1.7509578928655507,0.38107416879795397,0.30971788926841753,0.29871245755641396,0.34340222575516693,0.381939304219097,0.048780487804878044,0.45228548516439454,0.45419211549139366,0.1116751269035533
38.0,1.1315419667837572,1.741239078190862,0.36668797953964194,0.30896030070870595,0.2973725442252364,0.2806361085126286,0.4053872053872054,0.06535947712418301,0.44762757385854973,0.4505310229178312,0.1346938775510204
39.0,1.1155499815940857,1.7429907857155313,0.3772378516624041,0.3202083348772607,0.31235032409939256,0.35222052067381315,0.3788343558282209,0.06923076923076922,0.4625984251968504,0.4562363238512035,0.15498154981549817
40.0,1.1040697569141582,1.7694740830635538,0.3845907928388747,0.3069230400304373,0.3003071832810315,0.3426229508196721,0.427262313860252,0.07407407407407407,0.4460431654676259,0.4394721744119334,0.07236842105263158
41.0,1.093698042387865,1.7632320365127252,0.3829923273657289,0.3078808699255631,0.3057509842704497,0.37904269081500647,0.3679619349722442,0.059574468085106386,0.453781512605042,0.4561965811965812,0.11794871794871796
42.0,1.0790105200543696,1.7505606193931735,0.38267263427109977,0.31441492797867565,0.30899483122841936,0.3742289239204935,0.39592430858806404,0.08026755852842808,0.4473684210526316,0.449438202247191,0.10674157303370785
43.0,1.0694278746235126,1.7679390834302318,0.385230179028133,0.3131852947127525,0.308109860724841,0.3395311236863379,0.40932642487046633,0.07531380753138076,0.45825242718446607,0.4565096952908587,0.10972568578553615
44.0,1.0551684301118462,1.752970391390275,0.37372122762148335,0.312677352504928,0.30502467280460993,0.3626220362622037,0.3922445935868754,0.08069164265129683,0.44532019704433495,0.4431687715269805,0.10610079575596817
45.0,1.043461340422533,1.7766350240123516,0.3845907928388747,0.3098134901874365,0.3023810037135573,0.35258814703675917,0.40285714285714286,0.056074766355140186,0.45127304653204564,0.44988864142538976,0.10160427807486633
46.0,1.0288573083828907,1.7795346805027552,0.38842710997442453,0.3076643636996543,0.3006497266956095,0.3506891271056662,0.38748137108792846,0.058536585365853655,0.4562937062937063,0.46419236800836383,0.08670520231213871
47.0,1.0160470662676557,1.7648518280107148,0.3772378516624041,0.3155980095971412,0.3082765187155149,0.3178036605657238,0.3773006134969325,0.07079646017699115,0.46439024390243905,0.4688304997424008,0.15053763440860216
48.0,1.0062056609562464,1.764159925129949,0.3711636828644501,0.31495829943688464,0.30303812006040404,0.3295454545454545,0.40353260869565216,0.056603773584905655,0.4526967285587975,0.4311377245508982,0.14471243042671617
49.0,0.9932930995615161,1.7617376093961754,0.37404092071611256,0.3067497510577793,0.29860547354660777,0.35045317220543803,0.39827462257368795,0.06185567010309278,0.44919786096256686,0.43882825962090755,0.09302325581395349
50.0,0.9830203244880754,1.7840581621442522,0.38395140664961636,0.31998803274674764,0.3128908491344769,0.31130434782608696,0.40775401069518713,0.0878048780487805,0.4581328200192492,0.4628540887226082,0.1494949494949495
51.0,0.9732570006531112,1.78873766928303,0.3836317135549872,0.311626118347295,0.303021512721067,0.3454686289697908,0.40673211781206164,0.0606060606060606,0.4565030146425495,0.44809982983550767,0.10071942446043165
52.0,0.9626848734154994,1.7822789245722246,0.38235294117647056,0.306454925299079,0.2992754858807784,0.32673267326732675,0.38379204892966357,0.08362369337979095,0.45529953917050686,0.4735792622133599,0.07262569832402235
53.0,0.948592736100664,1.7760957552462209,0.3797953964194373,0.31715678841720524,0.30953550325131707,0.3325143325143325,0.40585774058577406,0.07048458149779736,0.4595103578154425,0.4550027948574623,0.1338432122370937
54.0,0.9375083209300528,1.7946881347773027,0.38171355498721227,0.30266647625866944,0.29921032614934484,0.35608308605341243,0.37060203283815485,0.05555555555555556,0.44866920152091255,0.46099290780141844,0.10335917312661498
55.0,0.9258347707135337,1.7853460530845486,0.38491048593350385,0.31865308686504384,0.3148861176664333,0.3600867678958785,0.38304314912944737,0.09848484848484848,0.4604166666666666,0.4625850340136055,0.12470023980815349
56.0,0.9173051079317015,1.8053312812532698,0.3778772378516624,0.320680754603035,0.31341126068386177,0.33544303797468356,0.4284837323511357,0.07777777777777778,0.4578833693304536,0.4270334928229665,0.15384615384615383
57.0,0.9041307525975364,1.8033071294122813,0.3813938618925831,0.3138216531282622,0.3101443820614836,0.3471462079749805,0.3772727272727272,0.07843137254901959,0.4576612903225807,0.4657393096342092,0.13461538461538464
58.0,0.8911438094718116,1.797197706845342,0.3711636828644501,0.3139809549855274,0.3025214765945002,0.3209076175040519,0.37712519319938176,0.06629834254143646,0.46782608695652167,0.44963828603227607,0.13333333333333333
59.0,0.8841827499623202,1.7942454206700227,0.3820332480818414,0.3112996875631991,0.30721987379271176,0.3385579937304075,0.39097744360902253,0.07725321888412018,0.4498069498069498,0.46201232032854206,0.12471131639722864
60.0,0.8733733980631342,1.7993734831712684,0.3801150895140665,0.3181479031088523,0.310406204646387,0.3379416282642089,0.39770279971285,0.07142857142857142,0.4606741573033708,0.45346869712351945,0.14122137404580154
61.0,0.8642127212821221,1.8172015803200858,0.38778772378516624,0.3086146676396879,0.3051015741730361,0.34258524980174465,0.4008746355685131,0.07174887892376682,0.44952380952380955,0.46717557251908404,0.09870129870129869
62.0,0.852342930071208,1.8450672407539523,0.395460358056266,0.3106724829080366,0.2999345702835187,0.3709561466570812,0.3947368421052631,0.047619047619047616,0.4623115577889447,0.46069268829026927,0.06329113924050633
63.0,0.8411782140634498,1.8230669084860354,0.3868286445012788,0.30291678794014626,0.2963289586026459,0.31960461285008235,0.3679092382495948,0.05405405405405406,0.46584938704028017,0.47801147227533464,0.09254498714652955
64.0,0.8328786656564596,1.831021389182733,0.3842710997442455,0.3142995375591659,0.304403154129511,0.368064952638701,0.4183344092963202,0.08080808080808081,0.4605504587155963,0.4083384426732066,0.0903225806451613
65.0,0.8217699187142509,1.8697701570939045,0.39641943734015345,0.311476320753625,0.30119160871863854,0.36230825420014606,0.40285714285714286,0.039735099337748346,0.46179680940386225,0.4581738655002734,0.08227848101265822
66.0,0.8137471073744248,1.866385031719597,0.38395140664961636,0.30819151855667354,0.30206457552020893,0.35127055306427507,0.3694267515923567,0.04285714285714286,0.46610956360259975,0.46296296296296297,0.11976047904191617
67.0,0.803565692536685,1.8443860229180784,0.3874680306905371,0.3080416698751075,0.30164291887513894,0.35646457268078896,0.38102409638554213,0.06521739130434782,0.45688888888888884,0.46161990471148756,0.08864265927977841
68.0,0.7922268296991076,1.8524960109165736,0.38331202046035806,0.3123255282886065,0.3088183994408473,0.36238846945778996,0.41758241758241765,0.06557377049180327,0.46331236897274636,0.42328042328042326,0.12077294685990338
69.0,0.7826137931979432,1.8498306615012032,0.385230179028133,0.3096667597805043,0.3073641403540172,0.36139332365747456,0.4052980132450331,0.09482758620689656,0.44042553191489364,0.4494867639113992,0.0927536231884058
70.0,0.7714082221595608,1.8403044476801036,0.38267263427109977,0.31058691691024204,0.30482609615906625,0.34553440702781846,0.3890532544378698,0.07329842931937172,0.46210045662100463,0.4521739130434783,0.10679611650485436
71.0,0.763653112613425,1.86377929424753,0.37404092071611256,0.3064662508362018,0.3059618262119644,0.3533568904593639,0.3858891288696904,0.07881773399014778,0.44938820912124583,0.4472252448313384,0.12109375
72.0,0.7545767012907534,1.8256649460111345,0.37851662404092073,0.3142998364524797,0.3088903061607589,0.35129151291512917,0.3940886699507389,0.08764940239043822,0.4492610837438424,0.4460511679644049,0.125
73.0,0.7433852644599214,1.885365053099029,0.3845907928388747,0.3050837481210492,0.29373136030862695,0.3418406805877804,0.3736434108527132,0.07777777777777778,0.45151033386327505,0.4632352941176471,0.05438066465256798
74.0,0.7333035709298387,1.8584309621733062,0.37531969309462915,0.3089539282654068,0.2997851939879804,0.34788937409024745,0.38733431516936667,0.047619047619047616,0.453825857519789,0.4367816091954023,0.12526096033402925
75.0,0.7260549837837413,1.8960365324604267,0.3922634271099744,0.3105286206193882,0.3062729025834982,0.36376604850213984,0.41605351170568566,0.05555555555555555,0.4645286686103013,0.4419889502762431,0.09574468085106384
76.0,0.7179431133732503,1.8653551802343251,0.3845907928388747,0.30741193330684663,0.2983185888502163,0.33516053249804234,0.4086021505376344,0.07142857142857142,0.45847750865051906,0.44481419855795895,0.07142857142857142
77.0,0.7083948838467501,1.98236261581888,0.39737851662404094,0.3044444856049558,0.2962808091159696,0.3646973012399708,0.41234567901234565,0.03389830508474576,0.46301633045148893,0.44468664850136236,0.05904059040590406
78.0,0.7011777036348168,1.914251419962669,0.3788363171355499,0.3040414807023251,0.2937124114903326,0.34051724137931033,0.3539094650205762,0.05263157894736842,0.4555102040816326,0.4552673372154579,0.10443864229765012
79.0,0.6921369372581949,1.8852629150663103,0.38842710997442453,0.3113275586885541,0.3043565198549302,0.3325301204819277,0.41639974375400385,0.05988023952095808,0.45750452079566,0.45240761478163494,0.10741687979539642
80.0,0.681993478262911,1.8876339075516682,0.38235294117647056,0.31601685092736326,0.31059288590590056,0.35879467414155564,0.40877914951989025,0.06976744186046512,0.45972495088408644,0.4284064665127021,0.1380846325167038
81.0,0.6731778822687208,1.9040504061445898,0.38618925831202044,0.3093886934998432,0.303945293624217,0.35250186706497383,0.3994252873563219,0.06818181818181818,0.45636363636363636,0.4484978540772532,0.09870129870129869
82.0,0.6654871617044721,1.8921256405966622,0.38554987212276215,0.30669233061854057,0.3017273141263395,0.35337243401759527,0.40930869267624914,0.05524861878453038,0.46168401135288545,0.44174489232468245,0.08900523560209424
83.0,0.6563401213105844,1.8716501654410849,0.3788363171355499,0.31293047173018157,0.30793657133021735,0.3514099783080261,0.40525587828492393,0.07272727272727272,0.4624505928853755,0.43304843304843305,0.12272727272727273
84.0,0.6473462692632967,1.9342021966467098,0.3906649616368286,0.30114601660271484,0.29498530179965315,0.3213389121338912,0.3873290136789057,0.05917159763313609,0.44995571302037196,0.47735021919142717,0.07476635514018691
85.0,0.6394431974206652,1.9462228964786141,0.38331202046035806,0.30492417477756817,0.2957056605988592,0.36632996632996634,0.38530734632683655,0.04411764705882353,0.4540727902946274,0.43929983060417843,0.0851063829787234
86.0,0.63376014603644,1.9200553480459719,0.38554987212276215,0.31182765858020406,0.3063366661257448,0.3502235469448584,0.42370744010088274,0.06711409395973154,0.4581328200192492,0.42609699769053117,0.11274509803921569
87.0,0.6243666778413617,1.9546083187570378,0.3932225063938619,0.3082002991407219,0.30522724525487127,0.3502736512900704,0.40463215258855584,0.045454545454545456,0.4559686888454012,0.46201232032854206,0.11302211302211303
88.0,0.6142397781415861,1.9487444892221568,0.38331202046035806,0.30370744435646796,0.29326523818680883,0.37237643872714965,0.3769633507853403,0.06289308176100629,0.45276595744680853,0.43798882681564244,0.056603773584905655
89.0,0.6088570967620733,1.9870753336925895,0.38395140664961636,0.29674008733804347,0.2935679151604035,0.33463643471462085,0.34443541835905767,0.046153846153846156,0.45358851674641154,0.4725932749884846,0.11
90.0,0.5988628931191503,1.9444567597642237,0.38107416879795397,0.30037300398661776,0.2931883101556678,0.33127889060092447,0.3875968992248062,0.07142857142857142,0.45319335083114615,0.44936708860759494,0.06626506024096386
91.0,0.5908996050759238,2.0114383965122458,0.385230179028133,0.2955646244813926,0.29433222899664363,0.3440860215053763,0.34789515488482925,0.047244094488188976,0.45399999999999996,0.46994033960532355,0.10282776349614396
92.0,0.5843799476112638,1.987214358485475,0.3868286445012788,0.30266984160908805,0.30148210879407694,0.34268385140257773,0.3994471319972357,0.05714285714285715,0.4542713567839196,0.4540816326530613,0.10126582278481013
93.0,0.5762798167308982,1.9910949517269523,0.3874680306905371,0.30362588812956065,0.29860874615907446,0.3551263001485884,0.4008124576844956,0.05839416058394161,0.45311049210770665,0.445996775926921,0.0782122905027933
94.0,0.5714035979947265,1.9833269800458635,0.3845907928388747,0.29690326804325046,0.29264966124306535,0.3365079365079365,0.3884588318085855,0.05405405405405406,0.443213296398892,0.4593781344032097,0.07428571428571429
95.0,0.5622024520927545,2.0127006379925474,0.3900255754475703,0.3041332974032553,0.29760805078971025,0.36350777934936346,0.4029850746268656,0.07575757575757576,0.4573002754820936,0.4409363091997823,0.04516129032258065
96.0,0.5559159147800231,2.01536978994097,0.38331202046035806,0.29697790036069777,0.2916829111604796,0.3551401869158879,0.369969040247678,0.04761904761904762,0.4556267154620311,0.45070422535211263,0.07103825136612021
97.0,0.5460870151921194,2.003882427604831,0.3858695652173913,0.30222350529046044,0.29955980100501567,0.3573981415296641,0.4131396083385976,0.06944444444444445,0.44648318042813456,0.43210555250137433,0.0787878787878788
98.0,0.5392112458238796,2.0202299599744835,0.3868286445012788,0.29374182869217963,0.28721501977154623,0.33463035019455256,0.3719879518072289,0.05405405405405406,0.44743935309973043,0.46788111217641426,0.04729729729729729
99.0,0.5328099703302189,2.004952768890225,0.3865089514066496,0.2949024566290477,0.29071675421491594,0.3241491085899514,0.3707093821510297,0.05952380952380952,0.44588344125809437,0.47592332865825154,0.06811145510835913
100.0,0.5259402518977925,2.041467630133337,0.3874680306905371,0.2969742000792197,0.29302121043262025,0.3395661929693343,0.36769230769230776,0.04838709677419355,0.4634146341463415,0.4664413326895219,0.07262569832402235
